mon_since_last,num_donations,mon_since_first,donated,num_donations_per_month,tenure_ratio
11,5,38,0,0.13157894736842105,0.2894736842105263
12,9,60,0,0.15,0.2
9,1,9,0,0.1111111111111111,1.0
9,1,9,0,0.1111111111111111,1.0
4,2,29,0,0.06896551724137931,0.13793103448275862
11,2,17,0,0.11764705882352941,0.6470588235294118
14,4,26,0,0.15384615384615385,0.5384615384615384
11,9,72,1,0.125,0.1527777777777778
11,5,41,0,0.12195121951219512,0.2682926829268293
9,5,51,1,0.09803921568627451,0.17647058823529413
14,8,50,1,0.16,0.28
16,7,38,0,0.18421052631578946,0.42105263157894735
14,2,16,0,0.125,0.875
14,16,98,0,0.16326530612244897,0.14285714285714285
14,4,28,1,0.14285714285714285,0.5
16,7,39,0,0.1794871794871795,0.41025641025641024
14,7,47,0,0.14893617021276595,0.2978723404255319
16,6,35,1,0.17142857142857143,0.45714285714285713
11,3,28,0,0.10714285714285714,0.39285714285714285
11,1,11,1,0.09090909090909091,1.0
9,3,34,0,0.08823529411764706,0.2647058823529412
14,4,30,0,0.13333333333333333,0.4666666666666667
23,38,98,0,0.3877551020408163,0.23469387755102042
11,1,11,0,0.09090909090909091,1.0
11,1,11,0,0.09090909090909091,1.0
11,1,11,0,0.09090909090909091,1.0
11,1,11,0,0.09090909090909091,1.0
11,1,11,0,0.09090909090909091,1.0
11,2,21,0,0.09523809523809523,0.5238095238095238
11,5,50,0,0.1,0.22
11,2,21,0,0.09523809523809523,0.5238095238095238
16,4,28,0,0.14285714285714285,0.5714285714285714
14,3,26,0,0.11538461538461539,0.5384615384615384
9,2,26,0,0.07692307692307693,0.34615384615384615
14,6,51,0,0.11764705882352941,0.27450980392156865
11,2,24,0,0.08333333333333333,0.4583333333333333
4,3,71,0,0.04225352112676056,0.056338028169014086
21,13,57,0,0.22807017543859648,0.3684210526315789
11,6,71,0,0.08450704225352113,0.15492957746478872
14,2,21,1,0.09523809523809523,0.6666666666666666
23,15,57,0,0.2631578947368421,0.40350877192982454
14,4,38,0,0.10526315789473684,0.3684210526315789
11,2,26,0,0.07692307692307693,0.4230769230769231
16,5,40,1,0.125,0.4
4,2,51,1,0.0392156862745098,0.0784313725490196
14,4,40,0,0.1,0.35
11,3,40,1,0.075,0.275
14,5,50,0,0.1,0.28
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,7,72,0,0.09722222222222222,0.19444444444444445
14,1,14,0,0.07142857142857142,1.0
9,3,52,0,0.057692307692307696,0.17307692307692307
14,7,73,0,0.0958904109589041,0.1917808219178082
11,4,58,0,0.06896551724137931,0.1896551724137931
11,4,59,0,0.06779661016949153,0.1864406779661017
4,2,59,0,0.03389830508474576,0.06779661016949153
11,4,61,0,0.06557377049180328,0.18032786885245902
16,4,40,0,0.1,0.4
16,10,89,0,0.11235955056179775,0.1797752808988764
21,2,21,1,0.09523809523809523,1.0
21,3,26,0,0.11538461538461539,0.8076923076923077
16,8,76,0,0.10526315789473684,0.21052631578947367
21,3,26,1,0.11538461538461539,0.8076923076923077
18,2,23,0,0.08695652173913043,0.782608695652174
23,5,33,0,0.15151515151515152,0.696969696969697
16,3,34,0,0.08823529411764706,0.47058823529411764
14,5,64,0,0.078125,0.21875
14,3,41,0,0.07317073170731707,0.34146341463414637
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,4,45,0,0.08888888888888889,0.35555555555555557
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
21,2,23,0,0.08695652173913043,0.9130434782608695
21,2,23,0,0.08695652173913043,0.9130434782608695
14,4,57,0,0.07017543859649122,0.24561403508771928
16,5,60,0,0.08333333333333333,0.26666666666666666
23,2,23,0,0.08695652173913043,1.0
14,5,74,0,0.06756756756756757,0.1891891891891892
23,3,28,0,0.10714285714285714,0.8214285714285714
16,3,40,0,0.075,0.4
9,2,52,0,0.038461538461538464,0.17307692307692307
9,2,52,0,0.038461538461538464,0.17307692307692307
16,7,87,1,0.08045977011494253,0.1839080459770115
14,2,35,0,0.05714285714285714,0.4
16,7,93,0,0.07526881720430108,0.17204301075268819
21,2,25,0,0.08,0.84
14,3,52,0,0.057692307692307696,0.2692307692307692
18,8,95,0,0.08421052631578947,0.18947368421052632
16,3,46,0,0.06521739130434782,0.34782608695652173
11,3,76,0,0.039473684210526314,0.14473684210526316
23,12,86,0,0.13953488372093023,0.26744186046511625
21,3,35,0,0.08571428571428572,0.6
23,2,26,0,0.07692307692307693,0.8846153846153846
23,2,26,0,0.07692307692307693,0.8846153846153846
23,3,33,0,0.09090909090909091,0.696969696969697
23,2,28,0,0.07142857142857142,0.8214285714285714
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,1,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
21,5,60,0,0.08333333333333333,0.35
23,4,45,0,0.08888888888888889,0.5111111111111111
21,4,52,0,0.07692307692307693,0.40384615384615385
22,1,22,1,0.045454545454545456,1.0
11,2,70,0,0.02857142857142857,0.15714285714285714
23,5,58,0,0.08620689655172414,0.39655172413793105
23,3,40,0,0.075,0.575
23,3,41,0,0.07317073170731707,0.5609756097560976
14,3,83,0,0.03614457831325301,0.1686746987951807
21,2,35,0,0.05714285714285714,0.6
26,5,49,1,0.10204081632653061,0.5306122448979592
23,6,70,0,0.08571428571428572,0.32857142857142857
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,4,53,0,0.07547169811320754,0.4339622641509434
21,6,86,0,0.06976744186046512,0.2441860465116279
21,3,64,0,0.046875,0.328125
16,2,70,0,0.02857142857142857,0.22857142857142856
21,3,70,0,0.04285714285714286,0.3
23,4,87,0,0.04597701149425287,0.26436781609195403
23,3,89,0,0.033707865168539325,0.25842696629213485
35,3,64,0,0.046875,0.546875
74,1,74,0,0.013513513513513514,1.0
2,43,86,1,0.5,0.023255813953488372
6,22,28,1,0.7857142857142857,0.21428571428571427
2,44,98,0,0.4489795918367347,0.02040816326530612
2,11,23,0,0.4782608695652174,0.08695652173913043
2,21,52,1,0.40384615384615385,0.038461538461538464
4,4,4,1,1.0,1.0
2,11,26,0,0.4230769230769231,0.07692307692307693
2,11,28,0,0.39285714285714285,0.07142857142857142
3,14,35,0,0.4,0.08571428571428572
4,6,14,0,0.42857142857142855,0.2857142857142857
3,5,12,1,0.4166666666666667,0.25
4,33,98,1,0.336734693877551,0.04081632653061224
3,10,33,1,0.30303030303030304,0.09090909090909091
4,10,28,1,0.35714285714285715,0.14285714285714285
2,11,40,1,0.275,0.05
2,11,41,1,0.2682926829268293,0.04878048780487805
4,13,39,1,0.3333333333333333,0.10256410256410256
1,10,43,1,0.23255813953488372,0.023255813953488372
4,9,28,0,0.32142857142857145,0.14285714285714285
2,5,16,1,0.3125,0.125
2,6,22,1,0.2727272727272727,0.09090909090909091
4,5,16,1,0.3125,0.25
2,4,14,1,0.2857142857142857,0.14285714285714285
2,4,14,0,0.2857142857142857,0.14285714285714285
2,6,26,0,0.23076923076923078,0.07692307692307693
4,5,16,1,0.3125,0.25
2,7,32,1,0.21875,0.0625
2,6,26,1,0.23076923076923078,0.07692307692307693
2,8,38,1,0.21052631578947367,0.05263157894736842
2,2,4,1,0.5,0.5
2,6,28,1,0.21428571428571427,0.07142857142857142
4,2,4,1,0.5,1.0
1,14,95,0,0.14736842105263157,0.010526315789473684
2,3,11,0,0.2727272727272727,0.18181818181818182
2,12,70,1,0.17142857142857143,0.02857142857142857
4,7,32,1,0.21875,0.125
4,4,16,0,0.25,0.25
2,6,35,1,0.17142857142857143,0.05714285714285714
2,3,14,0,0.21428571428571427,0.14285714285714285
2,4,23,0,0.17391304347826086,0.08695652173913043
4,4,18,0,0.2222222222222222,0.2222222222222222
5,6,28,0,0.21428571428571427,0.17857142857142858
4,6,30,0,0.2,0.13333333333333333
14,5,14,0,0.35714285714285715,1.0
3,8,50,0,0.16,0.06
4,9,52,0,0.17307692307692307,0.07692307692307693
4,16,98,1,0.16326530612244897,0.04081632653061224
2,9,75,0,0.12,0.02666666666666667
4,6,35,0,0.17142857142857143,0.11428571428571428
4,9,55,0,0.16363636363636364,0.07272727272727272
4,6,35,1,0.17142857142857143,0.11428571428571428
2,6,45,0,0.13333333333333333,0.044444444444444446
2,6,47,0,0.1276595744680851,0.0425531914893617
4,2,9,0,0.2222222222222222,0.4444444444444444
2,2,11,1,0.18181818181818182,0.18181818181818182
4,6,38,1,0.15789473684210525,0.10526315789473684
9,9,38,0,0.23684210526315788,0.23684210526315788
11,5,18,0,0.2777777777777778,0.6111111111111112
2,3,21,0,0.14285714285714285,0.09523809523809523
2,1,2,0,0.5,1.0
2,1,2,1,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,1,2,0,0.5,1.0
2,3,22,0,0.13636363636363635,0.09090909090909091
9,11,49,1,0.22448979591836735,0.1836734693877551
3,5,38,0,0.13157894736842105,0.07894736842105263
3,1,3,1,0.3333333333333333,1.0
4,6,43,0,0.13953488372093023,0.09302325581395349
2,3,24,0,0.125,0.08333333333333333
12,11,39,0,0.28205128205128205,0.3076923076923077
2,2,14,0,0.14285714285714285,0.14285714285714285
9,3,14,0,0.21428571428571427,0.6428571428571429
14,8,26,0,0.3076923076923077,0.5384615384615384
4,2,13,0,0.15384615384615385,0.3076923076923077
4,11,95,0,0.11578947368421053,0.042105263157894736
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,1,4,0,0.25,1.0
4,7,62,0,0.11290322580645161,0.06451612903225806
4,4,34,1,0.11764705882352941,0.11764705882352941
11,6,28,0,0.21428571428571427,0.39285714285714285
13,3,14,1,0.21428571428571427,0.9285714285714286
9,9,54,0,0.16666666666666666,0.16666666666666666
11,2,11,0,0.18181818181818182,1.0
2,5,63,0,0.07936507936507936,0.031746031746031744
7,11,89,0,0.12359550561797752,0.07865168539325842
8,9,64,0,0.140625,0.125
2,2,22,0,0.09090909090909091,0.09090909090909091
11,16,89,0,0.1797752808988764,0.12359550561797752
4,5,58,0,0.08620689655172414,0.06896551724137931
14,7,35,0,0.2,0.4
11,4,27,0,0.14814814814814814,0.4074074074074074
7,9,89,1,0.10112359550561797,0.07865168539325842
7,5,52,0,0.09615384615384616,0.1346153846153846
11,6,41,0,0.14634146341463414,0.2682926829268293
10,5,38,0,0.13157894736842105,0.2631578947368421
14,2,14,1,0.14285714285714285,1.0
14,2,14,0,0.14285714285714285,1.0
14,2,14,0,0.14285714285714285,1.0
2,2,33,0,0.06060606060606061,0.06060606060606061
11,3,23,0,0.13043478260869565,0.4782608695652174
14,8,46,0,0.17391304347826086,0.30434782608695654
9,1,9,0,0.1111111111111111,1.0
16,5,27,0,0.18518518518518517,0.5925925925925926
14,4,26,0,0.15384615384615385,0.5384615384615384
4,2,30,0,0.06666666666666667,0.13333333333333333
14,3,21,0,0.14285714285714285,0.6666666666666666
16,16,77,0,0.2077922077922078,0.2077922077922078
4,2,31,0,0.06451612903225806,0.12903225806451613
14,8,50,0,0.16,0.28
11,3,26,0,0.11538461538461539,0.4230769230769231
14,7,45,0,0.15555555555555556,0.3111111111111111
15,5,33,0,0.15151515151515152,0.45454545454545453
16,2,16,0,0.125,1.0
16,3,21,0,0.14285714285714285,0.7619047619047619
11,8,72,0,0.1111111111111111,0.1527777777777778
11,1,11,0,0.09090909090909091,1.0
11,1,11,0,0.09090909090909091,1.0
11,1,11,1,0.09090909090909091,1.0
2,3,75,1,0.04,0.02666666666666667
2,3,77,0,0.03896103896103896,0.025974025974025976
16,4,28,0,0.14285714285714285,0.5714285714285714
16,15,87,0,0.1724137931034483,0.1839080459770115
16,14,83,0,0.1686746987951807,0.1927710843373494
16,10,62,0,0.16129032258064516,0.25806451612903225
16,3,23,0,0.13043478260869565,0.6956521739130435
14,3,26,0,0.11538461538461539,0.5384615384615384
23,19,62,0,0.3064516129032258,0.3709677419354839
11,7,75,0,0.09333333333333334,0.14666666666666667
20,14,69,1,0.2028985507246377,0.2898550724637681
4,2,46,0,0.043478260869565216,0.08695652173913043
11,2,25,0,0.08,0.44
11,3,37,0,0.08108108108108109,0.2972972972972973
13,7,76,0,0.09210526315789473,0.17105263157894737
16,6,50,0,0.12,0.32
14,3,33,0,0.09090909090909091,0.42424242424242425
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
14,1,14,0,0.07142857142857142,1.0
17,7,58,1,0.1206896551724138,0.29310344827586204
14,3,35,0,0.08571428571428572,0.4
16,7,64,0,0.109375,0.25
21,2,21,0,0.09523809523809523,1.0
16,3,35,0,0.08571428571428572,0.45714285714285713
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
16,1,16,0,0.0625,1.0
11,4,74,0,0.05405405405405406,0.14864864864864866
21,6,48,0,0.125,0.4375
23,2,23,0,0.08695652173913043,1.0
23,6,45,0,0.13333333333333333,0.5111111111111111
14,2,35,1,0.05714285714285714,0.4
16,4,58,0,0.06896551724137931,0.27586206896551724
16,5,71,0,0.07042253521126761,0.22535211267605634
21,2,26,0,0.07692307692307693,0.8076923076923077
21,3,35,0,0.08571428571428572,0.6
23,8,69,0,0.11594202898550725,0.3333333333333333
21,3,38,0,0.07894736842105263,0.5526315789473685
21,3,40,0,0.075,0.525
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
25,6,50,0,0.12,0.5
21,1,21,0,0.047619047619047616,1.0
21,1,21,0,0.047619047619047616,1.0
23,3,39,0,0.07692307692307693,0.5897435897435898
21,2,33,0,0.06060606060606061,0.6363636363636364
14,3,79,0,0.0379746835443038,0.17721518987341772
23,1,23,1,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
23,1,23,0,0.043478260869565216,1.0
16,3,86,0,0.03488372093023256,0.18604651162790697
21,2,52,0,0.038461538461538464,0.40384615384615385
39,1,39,0,0.02564102564102564,1.0
72,1,72,0,0.013888888888888888,1.0
